order_id,customer_id,region,currency_code,amount_local_currency,amount_display,product_category,order_date,delivered_date,is_refunded,refund_date,review_score,order_status
US-ORD-000077,US-CUST-00565-DUP,US,USD,64.34,64.34,Toys,11/10/2024 00:00,11/26/2024 00:42,False,,4.0,completed
US-ORD-000078,US-CUST-00319,US,USD,179.16,179.16,Grocery,20.02.2023,2023-02-21 06:22:16,False,,4.0,completed
US-ORD-000079,US-CUST-00045,US,USD,3.0,3.0,Health,2024-02-28 00:00:00,03-Mar-2024,False,,4.0,completed
US-ORD-000080,US-CUST-00436,US,USD,77.89,77.89,Fashion,03-Dec-2024,12/05/2024 20:16,False,,3.0,completed
US-ORD-000081,US-CUST-00004,US,USD,105.58,105.58,Home & Kitchen,04/09/2025 00:00,12-Apr-2025,True,05/13/2025 00:00,4.0,completed
US-ORD-000082,US-CUST-00501,US,USD,77.05,77.05,Automotive,09.05.2023,05/12/2023 16:43,False,,5.0,completed
US-ORD-000083,US-CUST-00304,US,USD,103.53,103.53,Automotive,2025-03-14 00:00:00,14-Mar-2025,False,,4.0,completed
US-ORD-000084,US-CUST-00392,US,USD,45.22,45.22,Fashion,03-Oct-2024,10/25/2024 16:55,False,,3.0,completed
US-ORD-000085,US-CUST-00367,US,USD,69.84,69.84,Health,2023-12-21 00:00:00,12/27/2023 00:14,False,,4.0,completed
US-ORD-000086,US-CUST-00454,US,USD,20.99,20.99,Toys,04-Feb-2024,08-Feb-2024,False,,3.0,completed
US-ORD-000087,US-CUST-00507,US,USD,45.6,45.6,Beauty,2023-03-05 00:00:00,13.03.2023,False,,4.0,completed
US-ORD-000088,US-CUST-00435,US,USD,18.26,18.26,Health,2024-07-02 00:00:00,2024-07-08 20:03:26,False,,5.0,completed
US-ORD-000089,US-CUST-00089,US,USD,121.46,121.46,Sports,21-May-2024,,False,,,completed
US-ORD-000090,US-CUST-00142,US,USD,53.21,53.21,Beauty,08/29/2023 00:00,05.09.2023,False,,3.0,completed
US-ORD-000091,US-CUST-00273,US,USD,94.97,94.97,Automotive,2023-05-02 00:00:00,05/08/2023 13:10,False,,3.0,completed
US-ORD-000092,US-CUST-00329,US,USD,72.32,72.32,Electronics,04/22/2025 00:00,04/22/2025 00:00,False,,3.0,completed
US-ORD-000093,US-CUST-00095,US,USD,63.63,63.63,Grocery,15-Mar-2025,17-Mar-2025,False,,5.0,completed
US-ORD-000094,US-CUST-00469,US,USD,10.64,10.64,Books,23.07.2024,2024-07-27 02:52:40,False,,4.0,completed
US-ORD-000095,US-CUST-00560,US,USD,139.86,139.86,Toys,12/30/2025 00:00,01/01/2026 03:04,False,,5.0,completed
US-ORD-000096,US-CUST-00127,US,USD,75.46,75.46,Books,09/20/2025 00:00,2025-09-23 00:53:15,False,,4.0,completed
US-ORD-000097,US-CUST-00280,US,USD,83.96,83.96,Toys,2023-01-02 00:00:00,01/05/2023 19:11,False,,,completed
US-ORD-000098,US-CUST-00439,US,USD,78.14,78.14,Fashion,2024-05-27 00:00:00,05/31/2024 05:30,True,01.07.2024,4.0,completed
US-ORD-000099,US-CUST-00432,US,USD,104.8,104.8,Beauty,01/03/2023 00:00,23-Jan-2023,True,09.02.2023,,completed
US-ORD-000100,US-CUST-00136,US,USD,19.3,19.3,Toys,04/13/2024 00:00,2024-04-22 06:23:08,False,,2.0,completed
US-ORD-000101,US-CUST-00453,US,USD,68.17,68.17,Automotive,01/18/2023 00:00,01/24/2023 04:14,False,,4.0,completed
US-ORD-000102,US-CUST-00253,US,USD,46.98,46.98,Home & Kitchen,25.07.2023,29-Jul-2023,False,,3.0,completed
US-ORD-000103,US-CUST-00308,US,USD,48.48,48.48,Health,05/23/2024 00:00,29.05.2024,False,,4.0,completed
US-ORD-000104,US-CUST-00395,US,USD,43.82,43.82,Beauty,2025-11-09 00:00:00,2025-11-15 19:10:50,False,,4.0,completed
US-ORD-000105,US-CUST-00396,US,USD,111.58,111.58,Health,26-May-2023,,False,,,completed
US-ORD-000106,US-CUST-00061,US,USD,37.7,37.7,Grocery,20-Dec-2023,2023-12-23 21:06:40,False,,4.0,completed
US-ORD-000107,US-CUST-00208,US,USD,102.47,102.47,Toys,10/23/2025 00:00,10/27/2025 22:59,False,,4.0,completed
US-ORD-000108,US-CUST-00244,US,USD,132.49,132.49,Automotive,2025-03-11 00:00:00,2025-03-14 19:36:16,False,,,completed
US-ORD-000109,US-CUST-00012,US,USD,99.62,99.62,Fashion,06/08/2025 00:00,12.06.2025,False,,3.0,completed
US-ORD-000110,US-CUST-00275,US,USD,124.44,124.44,Grocery,2023-12-02 00:00:00,08.12.2023,False,,4.0,completed
US-ORD-000111,US-CUST-00508,US,USD,133.75,133.75,Books,02-Mar-2023,2023-03-07 01:00:29,False,,4.0,completed
US-ORD-000112,US-CUST-00118,US,USD,61.04,61.04,Grocery,04/24/2023 00:00,04/29/2023 15:33,False,,3.0,completed
US-ORD-000113,US-CUST-00183,US,USD,79.36,79.36,Electronics,2023-01-06 00:00:00,,True,01-Feb-2023,,completed
US-ORD-000114,US-CUST-00514,US,USD,38.18,38.18,Beauty,2025-05-08 00:00:00,17.05.2025,False,,3.0,completed
US-ORD-000115,US-CUST-00318,US,USD,20.36,20.36,Electronics,22.11.2025,,False,,,completed
US-ORD-000116,US-CUST-00505,US,USD,110.62,110.62,Electronics,07/24/2025 00:00,30.07.2025,False,,4.0,completed
US-ORD-000117,US-CUST-00009,US,USD,74.45,74.45,,17.05.2024,05/20/2024 04:55,False,,4.0,cancelled
US-ORD-000118,US-CUST-00145,US,USD,44.53,44.53,Sports,09.02.2025,02/15/2025 22:48,False,,,completed
US-ORD-000119,US-CUST-00136,US,USD,68.38,68.38,Health,19-Apr-2024,22-Apr-2024,False,,3.0,completed
US-ORD-000120,US-CUST-00334,US,USD,93.58,93.58,Toys,08.05.2023,25.05.2023,False,,3.0,completed
US-ORD-000121,US-CUST-00123,US,USD,85.97,85.97,Fashion,23.04.2024,05/06/2024 11:45,False,,3.0,completed
US-ORD-000122,US-CUST-00212-DUP,US,USD,53.8,53.8,Grocery,2024-03-01 00:00:00,2024-03-06 11:08:18,False,,2.0,completed
US-ORD-000123,US-CUST-00178,US,USD,11.66,11.66,Home & Kitchen,2024-11-02 00:00:00,05.11.2024,False,,3.0,completed
US-ORD-000124,US-CUST-00063,US,USD,88.99,88.99,Health,07/15/2025 00:00,22-Jul-2025,False,,4.0,completed
US-ORD-000125,US-CUST-00022,US,USD,67.8,67.8,Books,2025-03-31 00:00:00,2025-04-04 23:05:13,False,,3.0,completed
US-ORD-000126,US-CUST-00587,US,USD,74.17,74.17,Home & Kitchen,27-Jun-2025,01.07.2025,False,,4.0,completed
US-ORD-000127,US-CUST-00456,US,USD,37.77,37.77,,03/19/2025 00:00,03/25/2025 00:55,False,,5.0,completed
US-ORD-000128,US-CUST-00204,US,USD,70.11,70.11,Sports,05/18/2024 00:00,23-May-2024,False,,4.0,completed
US-ORD-000129,US-CUST-00276,US,USD,56.95,56.95,Toys,02/09/2023 00:00,14-Feb-2023,False,,4.0,completed
US-ORD-000130,US-CUST-00598,US,USD,79.4,79.4,Electronics,03/24/2024 00:00,2024-03-27 10:53:43,False,,4.0,completed
US-ORD-000131,US-CUST-00397,US,USD,97.41,97.41,Beauty,25.07.2023,2023-08-01 21:39:17,False,,4.0,completed
US-ORD-000132,US-CUST-00581,US,USD,171.89,171.89,Home & Kitchen,12/22/2023 00:00,25.12.2023,False,,4.0,completed
US-ORD-000133,US-CUST-00539,US,USD,83.25,83.25,Grocery,21-Jan-2024,2024-01-30 09:06:37,False,,3.0,cancelled
US-ORD-000134,US-CUST-00373,US,USD,37.21,37.21,Home & Kitchen,2024-02-17 00:00:00,20.02.2024,True,03/07/2024 00:00,2.0,completed
US-ORD-000135,US-CUST-00498,US,USD,51.34,51.34,Automotive,21.03.2025,03/24/2025 11:33,False,,4.0,completed
US-ORD-000136,US-CUST-00001,US,USD,90.38,90.38,Beauty,31-Dec-2024,08-Jan-2025,False,,4.0,completed
US-ORD-000137,US-CUST-00339,US,USD,49.04,49.04,Home & Kitchen,2023-03-08 00:00:00,03/11/2023 04:52,False,,4.0,completed
US-ORD-000138,US-CUST-00069,US,USD,15.59,15.59,Home & Kitchen,16.10.2024,24.10.2024,False,,5.0,completed
US-ORD-000139,US-CUST-00387,US,USD,53.89,53.89,,10.08.2023,11-Aug-2023,False,,5.0,completed
US-ORD-000140,US-CUST-00301,US,USD,69.85,69.85,Grocery,2023-07-27 00:00:00,08/03/2023 11:24,False,,2.0,completed
US-ORD-000141,US-CUST-00095,US,USD,48.03,48.03,Fashion,03.08.2023,08/08/2023 00:15,False,,,completed
US-ORD-000142,US-CUST-00194,US,USD,77.11,77.11,Electronics,15-Sep-2025,19-Sep-2025,False,,4.0,completed
US-ORD-000143,US-CUST-00301,US,USD,26.96,26.96,Sports,27-Jun-2024,18-Jul-2024,False,,4.0,completed
US-ORD-000144,US-CUST-00482,US,USD,98.15,98.15,Beauty,22-Feb-2023,2023-02-28 10:09:27,False,,2.0,completed
US-ORD-000145,US-CUST-00269,US,USD,5.96,5.96,Fashion,26-Jun-2024,03.07.2024,False,,4.0,completed
US-ORD-000146,US-CUST-00077-DUP,US,USD,41.32,41.32,Sports,04/08/2024 00:00,2024-04-16 02:27:19,False,,4.0,completed
US-ORD-000147,US-CUST-00404,US,USD,128.07,128.07,Health,2025-03-03 00:00:00,08-Mar-2025,False,,5.0,completed
US-ORD-000148,US-CUST-00171,US,USD,153.99,153.99,Automotive,11/24/2025 00:00,2025-11-28 12:02:58,False,,,completed
US-ORD-000149,US-CUST-00349-DUP,US,USD,118.72,118.72,Electronics,16.09.2023,22-Sep-2023,False,,5.0,completed
US-ORD-000150,US-CUST-00012,US,USD,31.58,31.58,Fashion,18-May-2023,24.05.2023,False,,,completed
US-ORD-000151,US-CUST-00292,US,USD,122.63,122.63,Home & Kitchen,03.11.2023,2023-11-04 11:34:49,False,,2.0,completed
US-ORD-000152,US-CUST-00411,US,USD,3.0,3.0,Toys,2024-06-24 00:00:00,28-Jun-2024,True,17-Jul-2024,4.0,completed
US-ORD-000153,US-CUST-00310,US,USD,142.61,142.61,,09.11.2024,14.11.2024,False,,5.0,completed
US-ORD-000154,US-CUST-00275,US,USD,12.9,12.9,Fashion,03-Oct-2025,04.10.2025,False,,3.0,completed
US-ORD-000155,US-CUST-00057,US,USD,92.28,92.28,Beauty,07/02/2023 00:00,06-Jul-2023,False,,,completed
US-ORD-000156,US-CUST-00059,US,USD,3.0,3.0,Toys,11/03/2025 00:00,2025-11-07 19:43:20,False,,2.0,completed
US-ORD-000157,US-CUST-00031,US,USD,105.14,105.14,Books,04/14/2023 00:00,19-Apr-2023,False,,3.0,completed
US-ORD-000158,US-CUST-00092,US,USD,51.88,51.88,Home & Kitchen,02.07.2025,04.07.2025,False,,3.0,completed
US-ORD-000159,US-CUST-00275,US,USD,117.98,117.98,Home & Kitchen,12-Apr-2023,04/15/2023 00:41,False,,4.0,completed
US-ORD-000160,US-CUST-00281,US,USD,51.14,51.14,Grocery,19-Jan-2023,2023-01-22 09:56:31,False,,,completed
US-ORD-000161,US-CUST-00383,US,USD,70.18,70.18,Grocery,15.12.2024,17-Dec-2024,False,,,completed
US-ORD-000162,US-CUST-00305,US,USD,50.09,50.09,Grocery,08/10/2023 00:00,12.08.2023,False,,5.0,completed
US-ORD-000163,US-CUST-00509,US,USD,76.59,76.59,Electronics,07.05.2024,10-May-2024,False,,4.0,completed
US-ORD-000164,US-CUST-00194,US,USD,69.95,69.95,Toys,07.05.2025,,False,,,completed
US-ORD-000165,US-CUST-00571,US,USD,102.64,102.64,Health,03/31/2024 00:00,06.04.2024,False,,3.0,completed
US-ORD-000166,US-CUST-00227,US,USD,49.09,49.09,Home & Kitchen,22.08.2025,08/26/2025 10:47,False,,1.0,completed
US-ORD-000167,US-CUST-00054,US,USD,6.82,6.82,Toys,2024-09-20 00:00:00,27.09.2024,False,,5.0,completed
US-ORD-000168,US-CUST-00205,US,USD,63.79,63.79,Health,03.02.2024,09.02.2024,False,,4.0,completed
US-ORD-000169,US-CUST-00059,US,USD,213.55,213.55,Home & Kitchen,2025-07-26 00:00:00,2025-08-02 05:44:22,False,,3.0,completed
US-ORD-000170,US-CUST-00439,US,USD,32.0,32.0,Home & Kitchen,04-Mar-2024,2024-03-05 18:53:26,False,,4.0,completed
US-ORD-000171,US-CUST-00018,US,USD,40.96,40.96,Health,2023-03-19 00:00:00,2023-03-21 03:43:54,False,,3.0,completed
US-ORD-000172,US-CUST-00066,US,USD,26.33,26.33,Beauty,2024-05-24 00:00:00,06/01/2024 08:58,False,,4.0,completed
US-ORD-000173,US-CUST-00501,US,USD,74.64,74.64,Grocery,18.08.2024,25.08.2024,False,,4.0,completed
US-ORD-000174,US-CUST-00126,US,USD,36.24,36.24,,04.12.2023,12/12/2023 01:06,False,,4.0,completed
US-ORD-000175,US-CUST-00020,US,USD,28.32,28.32,Toys,2023-03-18 00:00:00,2023-03-22 14:51:49,False,,3.0,completed
US-ORD-000176,US-CUST-00009,US,USD,12.77,12.77,Grocery,03.05.2025,09-May-2025,False,,5.0,completed
US-ORD-000177,US-CUST-00120,US,USD,12.06,12.06,Health,26.07.2023,08/01/2023 03:01,False,,3.0,completed
US-ORD-000178,US-CUST-00419,US,USD,53.08,53.08,Grocery,06.08.2023,09.08.2023,False,,3.0,completed
US-ORD-000179,US-CUST-00505,US,USD,77.18,77.18,Beauty,10/13/2025 00:00,10/16/2025 08:06,True,2025-11-18 00:00:00,4.0,completed
US-ORD-000180,US-CUST-00051,US,USD,72.74,72.74,Fashion,2025-11-13 00:00:00,11/30/2025 12:31,False,,3.0,completed
US-ORD-000181,US-CUST-00046,US,USD,49.05,49.05,Sports,2023-03-22 00:00:00,28-Mar-2023,False,,4.0,completed
US-ORD-000182,US-CUST-00187,US,USD,31.01,31.01,Books,2023-12-16 00:00:00,21.12.2023,False,,4.0,completed
US-ORD-000183,US-CUST-00115,US,USD,3.0,3.0,Sports,07/23/2025 00:00,29-Jul-2025,False,,3.0,completed
US-ORD-000184,US-CUST-00388,US,USD,100.68,100.68,Home & Kitchen,01.05.2023,04-May-2023,False,,2.0,completed
US-ORD-000185,US-CUST-00537,US,USD,3.0,3.0,Grocery,09/25/2023 00:00,18-Oct-2023,True,18.10.2023,,completed
US-ORD-000186,US-CUST-00394,US,USD,86.69,86.69,Health,11/23/2024 00:00,2024-11-26 04:35:34,False,,4.0,completed
US-ORD-000187,US-CUST-00503,US,USD,3.0,3.0,Electronics,22.04.2023,26-Apr-2023,False,,2.0,completed
US-ORD-000188,US-CUST-00586,US,USD,45.67,45.67,Electronics,23-Jul-2024,28-Jul-2024,False,,3.0,completed
US-ORD-000189,US-CUST-00000,US,USD,57.7,57.7,Grocery,2025-10-17 00:00:00,2025-10-24 00:18:07,False,,3.0,completed
US-ORD-000190,US-CUST-00228,US,USD,112.61,112.61,Health,15-Sep-2024,17-Sep-2024,False,,4.0,completed
US-ORD-000191,US-CUST-00298,US,USD,139.87,139.87,Books,26.08.2025,2025-09-07 01:21:39,False,,,completed
US-ORD-000192,US-CUST-00402,US,USD,39.14,39.14,Home & Kitchen,04/04/2023 00:00,10-Apr-2023,False,,3.0,completed
US-ORD-000193,US-CUST-00516,US,USD,91.7,91.7,Books,01/26/2024 00:00,2024-01-29 19:00:31,False,,4.0,completed
US-ORD-000194,US-CUST-00181,US,USD,67.99,67.99,Health,01/09/2023 00:00,16-Jan-2023,False,,4.0,completed
US-ORD-000195,US-CUST-00254,US,USD,90.19,90.19,Fashion,20.09.2023,24.09.2023,False,,,completed
US-ORD-000196,US-CUST-00566,US,USD,53.06,53.06,Sports,12/03/2024 00:00,25.12.2024,False,,4.0,completed
US-ORD-000197,US-CUST-00596,US,USD,56.06,56.06,Books,18-Aug-2024,02.09.2024,False,,5.0,completed
US-ORD-000198,US-CUST-00057,US,USD,114.2,114.2,Sports,12/29/2025 00:00,2026-01-02 08:21:03,False,,5.0,completed
US-ORD-000199,US-CUST-00463,US,USD,56.64,56.64,Sports,2023-11-26 00:00:00,02.12.2023,False,,3.0,completed
US-ORD-000200,US-CUST-00426,US,USD,3.0,3.0,Health,04.04.2024,08.04.2024,False,,4.0,completed
US-ORD-000201,US-CUST-00376,US,USD,150.44,150.44,Electronics,04/21/2023 00:00,26-Apr-2023,False,,3.0,completed
US-ORD-000202,US-CUST-00386,US,USD,112.32,112.32,Sports,2024-02-01 00:00:00,2024-02-01 13:51:55,False,,4.0,completed
US-ORD-000203,US-CUST-00157,US,USD,109.69,109.69,Home & Kitchen,25.06.2024,2024-06-27 01:01:40,False,,5.0,completed
US-ORD-000204,US-CUST-00188,US,USD,90.23,90.23,Grocery,2024-09-08 00:00:00,2024-09-12 04:03:58,False,,4.0,completed
US-ORD-000205,US-CUST-00369,US,USD,177.18,177.18,Toys,23.11.2023,28.11.2023,False,,4.0,completed
US-ORD-000206,US-CUST-00249,US,USD,54.33,54.33,Grocery,2025-12-22 00:00:00,2025-12-25 07:12:26,False,,4.0,completed
US-ORD-000207,US-CUST-00529,US,USD,36.48,36.48,Toys,19.10.2024,24-Oct-2024,False,,3.0,completed
US-ORD-000208,US-CUST-00550,US,USD,96.55,96.55,Grocery,2025-11-07 00:00:00,11/12/2025 16:00,False,,4.0,completed
US-ORD-000209,US-CUST-00445,US,USD,52.05,52.05,Beauty,2024-03-07 00:00:00,2024-03-11 11:02:45,False,,,completed
US-ORD-000210,US-CUST-00072,US,USD,30.96,30.96,Electronics,11/11/2023 00:00,2023-11-15 02:40:26,False,,4.0,completed
