order_id,region,channel
US-ORD-000244,US,paid_search
US-ORD-000245,US,referral
US-ORD-000246,US,organic
US-ORD-000247,US,referral
US-ORD-000248,US,referral
US-ORD-000249,US,email
US-ORD-000250,US,organic
US-ORD-000251,US,organic
US-ORD-000252,US,email
US-ORD-000253,US,organic
US-ORD-000254,US,paid_search
US-ORD-000255,US,social
US-ORD-000256,US,referral
US-ORD-000257,US,social
US-ORD-000258,US,social
US-ORD-000259,US,paid_search
US-ORD-000260,US,social
US-ORD-000261,US,referral
US-ORD-000262,US,paid_search
US-ORD-000263,US,organic
US-ORD-000264,US,email
US-ORD-000265,US,social
US-ORD-000266,US,social
US-ORD-000267,US,social
US-ORD-000268,US,organic
US-ORD-000269,US,organic
US-ORD-000270,US,email
US-ORD-000271,US,email
US-ORD-000272,US,email
US-ORD-000273,US,referral
US-ORD-000274,US,organic
US-ORD-000275,US,organic
US-ORD-000276,US,email
US-ORD-000277,US,social
US-ORD-000278,US,social
US-ORD-000279,US,email
US-ORD-000280,US,email
US-ORD-000281,US,organic
US-ORD-000282,US,organic
US-ORD-000283,US,paid_search
US-ORD-000284,US,social
US-ORD-000285,US,paid_search
US-ORD-000286,US,organic
US-ORD-000287,US,organic
US-ORD-000288,US,organic
US-ORD-000289,US,social
US-ORD-000290,US,paid_search
US-ORD-000291,US,paid_search
US-ORD-000292,US,email
US-ORD-000293,US,organic
US-ORD-000294,US,paid_search
US-ORD-000295,US,organic
US-ORD-000296,US,email
US-ORD-000297,US,paid_search
US-ORD-000298,US,social
US-ORD-000299,US,paid_search
US-ORD-000300,US,paid_search
US-ORD-000301,US,organic
US-ORD-000302,US,organic
US-ORD-000303,US,social
US-ORD-000304,US,social
US-ORD-000305,US,referral
US-ORD-000306,US,organic
US-ORD-000307,US,organic
US-ORD-000308,US,email
US-ORD-000309,US,organic
US-ORD-000310,US,organic
US-ORD-000311,US,paid_search
US-ORD-000312,US,paid_search
US-ORD-000313,US,referral
US-ORD-000314,US,email
US-ORD-000315,US,social
US-ORD-000316,US,organic
US-ORD-000317,US,paid_search
US-ORD-000318,US,paid_search
US-ORD-000319,US,organic
US-ORD-000320,US,organic
US-ORD-000321,US,social
US-ORD-000322,US,social
US-ORD-000323,US,organic
US-ORD-000324,US,referral
US-ORD-000325,US,social
US-ORD-000326,US,social
US-ORD-000327,US,social
US-ORD-000328,US,organic
US-ORD-000329,US,paid_search
US-ORD-000330,US,organic
US-ORD-000331,US,email
US-ORD-000332,US,paid_search
US-ORD-000333,US,paid_search
US-ORD-000334,US,paid_search
US-ORD-000335,US,paid_search
US-ORD-000336,US,email
US-ORD-000337,US,social
US-ORD-000338,US,organic
US-ORD-000339,US,paid_search
US-ORD-000340,US,organic
US-ORD-000341,US,organic
US-ORD-000342,US,paid_search
US-ORD-000343,US,organic
US-ORD-000344,US,organic
US-ORD-000345,US,social
US-ORD-000346,US,social
US-ORD-000347,US,paid_search
US-ORD-000348,US,organic
US-ORD-000349,US,social
US-ORD-000350,US,organic
US-ORD-000351,US,email
US-ORD-000352,US,social
US-ORD-000353,US,paid_search
US-ORD-000354,US,paid_search
US-ORD-000355,US,social
US-ORD-000356,US,paid_search
US-ORD-000357,US,social
US-ORD-000358,US,referral
US-ORD-000359,US,social
US-ORD-000360,US,organic
US-ORD-000361,US,social
US-ORD-000362,US,organic
US-ORD-000363,US,organic
US-ORD-000364,US,referral
US-ORD-000365,US,organic
US-ORD-000366,US,referral
US-ORD-000367,US,referral
US-ORD-000368,US,paid_search
US-ORD-000369,US,paid_search
US-ORD-000370,US,paid_search
US-ORD-000371,US,paid_search
US-ORD-000372,US,paid_search
US-ORD-000373,US,social
US-ORD-000374,US,paid_search
US-ORD-000375,US,organic
US-ORD-000376,US,email
US-ORD-000377,US,paid_search
US-ORD-000378,US,email
US-ORD-000379,US,organic
US-ORD-000380,US,paid_search
US-ORD-000381,US,social
US-ORD-000382,US,social
US-ORD-000383,US,email
US-ORD-000384,US,social
US-ORD-000385,US,email
US-ORD-000386,US,organic
US-ORD-000387,US,paid_search
US-ORD-000388,US,email
US-ORD-000389,US,email
US-ORD-000390,US,referral
US-ORD-000391,US,organic
US-ORD-000392,US,organic
US-ORD-000393,US,email
US-ORD-000394,US,organic
US-ORD-000395,US,referral
US-ORD-000396,US,email
US-ORD-000397,US,organic
US-ORD-000398,US,email
US-ORD-000399,US,email
US-ORD-000400,US,paid_search
US-ORD-000401,US,referral
US-ORD-000402,US,organic
US-ORD-000403,US,email
US-ORD-000404,US,organic
US-ORD-000405,US,email
US-ORD-000406,US,organic
US-ORD-000407,US,paid_search
US-ORD-000408,US,referral
US-ORD-000409,US,paid_search
US-ORD-000410,US,organic
US-ORD-000411,US,referral
US-ORD-000412,US,referral
US-ORD-000413,US,social
US-ORD-000414,US,social
US-ORD-000415,US,organic
US-ORD-000416,US,organic
US-ORD-000417,US,organic
US-ORD-000418,US,social
US-ORD-000419,US,email
US-ORD-000420,US,email
US-ORD-000421,US,email
US-ORD-000422,US,paid_search
US-ORD-000423,US,organic
US-ORD-000424,US,paid_search
US-ORD-000425,US,organic
US-ORD-000426,US,organic
US-ORD-000427,US,email
US-ORD-000428,US,organic
US-ORD-000429,US,paid_search
US-ORD-000430,US,paid_search
US-ORD-000431,US,email
US-ORD-000432,US,social
US-ORD-000433,US,paid_search
US-ORD-000434,US,paid_search
US-ORD-000435,US,social
US-ORD-000436,US,paid_search
US-ORD-000437,US,email
US-ORD-000438,US,social
US-ORD-000439,US,paid_search
US-ORD-000440,US,paid_search
US-ORD-000441,US,referral
US-ORD-000442,US,organic
US-ORD-000443,US,organic
US-ORD-000444,US,email
US-ORD-000445,US,referral
US-ORD-000446,US,referral
US-ORD-000447,US,email
US-ORD-000448,US,organic
US-ORD-000449,US,paid_search
US-ORD-000450,US,email
US-ORD-000451,US,social
US-ORD-000452,US,organic
US-ORD-000453,US,referral
US-ORD-000454,US,paid_search
US-ORD-000455,US,organic
US-ORD-000456,US,paid_search
US-ORD-000457,US,organic
US-ORD-000458,US,paid_search
US-ORD-000459,US,paid_search
US-ORD-000460,US,paid_search
US-ORD-000461,US,social
US-ORD-000462,US,social
US-ORD-000463,US,social
US-ORD-000464,US,referral
US-ORD-000465,US,organic
US-ORD-000466,US,organic
US-ORD-000467,US,email
US-ORD-000468,US,paid_search
US-ORD-000469,US,referral
US-ORD-000470,US,paid_search
US-ORD-000471,US,referral
US-ORD-000472,US,paid_search
US-ORD-000473,US,email
US-ORD-000474,US,organic
US-ORD-000475,US,referral
US-ORD-000476,US,paid_search
US-ORD-000477,US,social
US-ORD-000478,US,referral
US-ORD-000479,US,organic
US-ORD-000480,US,social
US-ORD-000481,US,social
US-ORD-000482,US,organic
US-ORD-000483,US,social
US-ORD-000484,US,social
US-ORD-000485,US,referral
US-ORD-000486,US,paid_search
US-ORD-000487,US,organic
US-ORD-000488,US,referral
US-ORD-000489,US,email
US-ORD-000490,US,organic
US-ORD-000491,US,social
US-ORD-000492,US,organic
US-ORD-000493,US,paid_search
US-ORD-000494,US,organic
US-ORD-000495,US,organic
US-ORD-000496,US,social
US-ORD-000497,US,paid_search
US-ORD-000498,US,referral
US-ORD-000499,US,referral
US-ORD-000500,US,social
US-ORD-000501,US,organic
US-ORD-000502,US,organic
US-ORD-000503,US,email
US-ORD-000504,US,social
US-ORD-000505,US,paid_search
US-ORD-000506,US,referral
US-ORD-000507,US,email
US-ORD-000508,US,referral
US-ORD-000509,US,social
US-ORD-000510,US,social
US-ORD-000511,US,organic
US-ORD-000512,US,referral
US-ORD-000513,US,email
US-ORD-000514,US,paid_search
US-ORD-000515,US,paid_search
US-ORD-000516,US,organic
US-ORD-000517,US,email
US-ORD-000518,US,referral
US-ORD-000519,US,paid_search
US-ORD-000520,US,social
US-ORD-000521,US,organic
US-ORD-000522,US,referral
US-ORD-000523,US,email
US-ORD-000524,US,email
US-ORD-000525,US,organic
US-ORD-000526,US,organic
US-ORD-000527,US,organic
US-ORD-000528,US,paid_search
US-ORD-000529,US,email
US-ORD-000530,US,email
US-ORD-000531,US,referral
US-ORD-000532,US,referral
US-ORD-000533,US,social
US-ORD-000534,US,email
US-ORD-000535,US,referral
US-ORD-000536,US,email
US-ORD-000537,US,paid_search
US-ORD-000538,US,organic
US-ORD-000539,US,paid_search
US-ORD-000540,US,referral
US-ORD-000541,US,social
US-ORD-000542,US,paid_search
US-ORD-000543,US,social
US-ORD-000544,US,social
US-ORD-000545,US,organic
US-ORD-000546,US,paid_search
US-ORD-000547,US,social
US-ORD-000548,US,organic
US-ORD-000549,US,email
US-ORD-000550,US,organic
US-ORD-000551,US,email
US-ORD-000552,US,social
US-ORD-000553,US,social
US-ORD-000554,US,email
US-ORD-000555,US,organic
US-ORD-000556,US,paid_search
US-ORD-000557,US,paid_search
US-ORD-000558,US,email
US-ORD-000559,US,social
US-ORD-000560,US,social
US-ORD-000561,US,paid_search
US-ORD-000562,US,paid_search
US-ORD-000563,US,paid_search
US-ORD-000564,US,organic
US-ORD-000565,US,social
US-ORD-000566,US,organic
US-ORD-000567,US,organic
US-ORD-000568,US,referral
US-ORD-000569,US,organic
US-ORD-000570,US,organic
US-ORD-000571,US,email
US-ORD-000572,US,organic
US-ORD-000573,US,social
US-ORD-000574,US,email
US-ORD-000575,US,referral
US-ORD-000576,US,paid_search
US-ORD-000577,US,referral
US-ORD-000578,US,organic
US-ORD-000579,US,organic
US-ORD-000580,US,organic
US-ORD-000581,US,referral
US-ORD-000582,US,organic
US-ORD-000583,US,organic
US-ORD-000584,US,social
US-ORD-000585,US,paid_search
US-ORD-000586,US,paid_search
US-ORD-000587,US,paid_search
US-ORD-000588,US,paid_search
US-ORD-000589,US,paid_search
US-ORD-000590,US,paid_search
US-ORD-000591,US,social
US-ORD-000592,US,paid_search
US-ORD-000593,US,organic
US-ORD-000594,US,email
US-ORD-000595,US,organic
US-ORD-000596,US,social
US-ORD-000597,US,paid_search
US-ORD-000598,US,paid_search
US-ORD-000599,US,paid_search
US-ORD-000600,US,paid_search
US-ORD-000601,US,organic
US-ORD-000602,US,paid_search
US-ORD-000603,US,paid_search
US-ORD-000604,US,paid_search
US-ORD-000605,US,organic
US-ORD-000606,US,paid_search
US-ORD-000607,US,organic
US-ORD-000608,US,organic
US-ORD-000609,US,social
US-ORD-000610,US,paid_search
US-ORD-000611,US,email
US-ORD-000612,US,social
US-ORD-000613,US,paid_search
US-ORD-000614,US,email
US-ORD-000615,US,referral
US-ORD-000616,US,paid_search
US-ORD-000617,US,organic
US-ORD-000618,US,email
US-ORD-000619,US,social
US-ORD-000620,US,paid_search
US-ORD-000621,US,paid_search
US-ORD-000622,US,organic
US-ORD-000623,US,organic
US-ORD-000624,US,social
US-ORD-000625,US,organic
US-ORD-000626,US,organic
US-ORD-000627,US,social
US-ORD-000628,US,paid_search
US-ORD-000629,US,organic
US-ORD-000630,US,social
US-ORD-000631,US,email
US-ORD-000632,US,organic
US-ORD-000633,US,organic
US-ORD-000634,US,paid_search
US-ORD-000635,US,organic
US-ORD-000636,US,organic
US-ORD-000637,US,paid_search
US-ORD-000638,US,organic
US-ORD-000639,US,organic
US-ORD-000640,US,paid_search
US-ORD-000641,US,organic
US-ORD-000642,US,paid_search
US-ORD-000643,US,organic
US-ORD-000644,US,paid_search
US-ORD-000645,US,email
US-ORD-000646,US,social
US-ORD-000647,US,social
US-ORD-000648,US,email
US-ORD-000649,US,organic
US-ORD-000650,US,paid_search
US-ORD-000651,US,organic
US-ORD-000652,US,social
US-ORD-000653,US,social
US-ORD-000654,US,organic
US-ORD-000655,US,paid_search
US-ORD-000656,US,organic
US-ORD-000657,US,organic
US-ORD-000658,US,social
US-ORD-000659,US,social
US-ORD-000660,US,organic
US-ORD-000661,US,referral
US-ORD-000662,US,social
US-ORD-000663,US,paid_search
US-ORD-000664,US,paid_search
US-ORD-000665,US,paid_search
US-ORD-000666,US,paid_search
US-ORD-000667,US,paid_search
US-ORD-000668,US,paid_search
US-ORD-000669,US,organic
US-ORD-000670,US,paid_search
US-ORD-000671,US,email
US-ORD-000672,US,paid_search
US-ORD-000673,US,organic
US-ORD-000674,US,organic
US-ORD-000675,US,referral
US-ORD-000676,US,paid_search
US-ORD-000677,US,organic
US-ORD-000678,US,referral
US-ORD-000679,US,email
US-ORD-000680,US,email
US-ORD-000681,US,organic
US-ORD-000682,US,paid_search
US-ORD-000683,US,social
US-ORD-000684,US,referral
US-ORD-000685,US,social
US-ORD-000686,US,social
US-ORD-000687,US,organic
US-ORD-000688,US,email
US-ORD-000689,US,paid_search
US-ORD-000690,US,organic
US-ORD-000691,US,organic
US-ORD-000692,US,organic
US-ORD-000693,US,paid_search
US-ORD-000694,US,paid_search
US-ORD-000695,US,social
US-ORD-000696,US,organic
US-ORD-000697,US,social
US-ORD-000698,US,paid_search
US-ORD-000699,US,organic
US-ORD-000700,US,organic
US-ORD-000701,US,paid_search
US-ORD-000702,US,organic
US-ORD-000703,US,paid_search
US-ORD-000704,US,paid_search
US-ORD-000705,US,referral
US-ORD-000706,US,organic
US-ORD-000707,US,email
US-ORD-000708,US,organic
US-ORD-000709,US,social
US-ORD-000710,US,email
US-ORD-000711,US,social
US-ORD-000712,US,organic
US-ORD-000713,US,organic
US-ORD-000714,US,organic
US-ORD-000715,US,referral
US-ORD-000716,US,email
US-ORD-000717,US,referral
US-ORD-000718,US,paid_search
US-ORD-000719,US,social
US-ORD-000720,US,referral
US-ORD-000721,US,paid_search
US-ORD-000722,US,paid_search
US-ORD-000723,US,social
US-ORD-000724,US,social
US-ORD-000725,US,email
US-ORD-000726,US,paid_search
US-ORD-000727,US,email
US-ORD-000728,US,paid_search
US-ORD-000729,US,paid_search
US-ORD-000730,US,paid_search
US-ORD-000731,US,email
US-ORD-000732,US,social
US-ORD-000733,US,organic
US-ORD-000734,US,organic
US-ORD-000735,US,email
US-ORD-000736,US,organic
US-ORD-000737,US,email
US-ORD-000738,US,organic
US-ORD-000739,US,organic
US-ORD-000740,US,organic
US-ORD-000741,US,organic
US-ORD-000742,US,social
US-ORD-000743,US,organic
US-ORD-000744,US,paid_search
US-ORD-000745,US,email
US-ORD-000746,US,organic
US-ORD-000747,US,organic
US-ORD-000748,US,referral
US-ORD-000749,US,social
US-ORD-000750,US,paid_search
US-ORD-000751,US,referral
US-ORD-000752,US,social
US-ORD-000753,US,organic
US-ORD-000754,US,paid_search
US-ORD-000755,US,email
US-ORD-000756,US,social
US-ORD-000757,US,organic
US-ORD-000758,US,email
US-ORD-000759,US,email
US-ORD-000760,US,paid_search
US-ORD-000761,US,organic
US-ORD-000762,US,paid_search
US-ORD-000763,US,social
US-ORD-000764,US,paid_search
US-ORD-000765,US,social
US-ORD-000766,US,email
US-ORD-000767,US,email
US-ORD-000768,US,organic
US-ORD-000769,US,email
US-ORD-000770,US,paid_search
US-ORD-000771,US,email
US-ORD-000772,US,paid_search
US-ORD-000773,US,organic
US-ORD-000774,US,email
US-ORD-000775,US,paid_search
US-ORD-000776,US,paid_search
US-ORD-000777,US,social
US-ORD-000778,US,social
US-ORD-000779,US,social
US-ORD-000780,US,social
US-ORD-000781,US,organic
US-ORD-000782,US,organic
US-ORD-000783,US,organic
US-ORD-000784,US,paid_search
US-ORD-000785,US,referral
US-ORD-000786,US,social
US-ORD-000787,US,organic
US-ORD-000788,US,organic
US-ORD-000789,US,referral
US-ORD-000790,US,paid_search
US-ORD-000791,US,social
US-ORD-000792,US,organic
US-ORD-000793,US,social
US-ORD-000794,US,paid_search
US-ORD-000795,US,email
US-ORD-000796,US,referral
US-ORD-000797,US,social
US-ORD-000798,US,social
US-ORD-000799,US,referral
US-ORD-000800,US,social
US-ORD-000801,US,paid_search
US-ORD-000802,US,social
US-ORD-000803,US,social
US-ORD-000804,US,organic
US-ORD-000805,US,social
US-ORD-000806,US,referral
US-ORD-000807,US,referral
US-ORD-000808,US,organic
US-ORD-000809,US,paid_search
US-ORD-000810,US,referral
US-ORD-000811,US,email
US-ORD-000812,US,paid_search
US-ORD-000813,US,referral
US-ORD-000814,US,email
US-ORD-000815,US,organic
US-ORD-000816,US,social
US-ORD-000817,US,organic
US-ORD-000818,US,paid_search
US-ORD-000819,US,organic
US-ORD-000820,US,email
US-ORD-000821,US,paid_search
US-ORD-000822,US,organic
US-ORD-000823,US,organic
US-ORD-000824,US,organic
US-ORD-000825,US,referral
US-ORD-000826,US,organic
US-ORD-000827,US,organic
US-ORD-000828,US,social
US-ORD-000829,US,organic
US-ORD-000830,US,paid_search
US-ORD-000831,US,organic
US-ORD-000832,US,paid_search
US-ORD-000833,US,paid_search
US-ORD-000834,US,organic
US-ORD-000835,US,organic
US-ORD-000836,US,referral
US-ORD-000837,US,organic
US-ORD-000838,US,social
US-ORD-000839,US,social
US-ORD-000840,US,paid_search
US-ORD-000841,US,social
US-ORD-000842,US,paid_search
US-ORD-000843,US,referral
US-ORD-000844,US,paid_search
US-ORD-000845,US,organic
US-ORD-000846,US,paid_search
US-ORD-000847,US,referral
US-ORD-000848,US,organic
US-ORD-000849,US,social
US-ORD-000850,US,paid_search
US-ORD-000851,US,social
US-ORD-000852,US,paid_search
US-ORD-000853,US,email
US-ORD-000854,US,paid_search
US-ORD-000855,US,paid_search
US-ORD-000856,US,paid_search
US-ORD-000857,US,organic
US-ORD-000858,US,social
US-ORD-000859,US,paid_search
US-ORD-000860,US,email
US-ORD-000861,US,organic
US-ORD-000862,US,organic
US-ORD-000863,US,organic
US-ORD-000864,US,organic
US-ORD-000865,US,social
US-ORD-000866,US,paid_search
US-ORD-000867,US,paid_search
US-ORD-000868,US,email
US-ORD-000869,US,referral
US-ORD-000870,US,organic
US-ORD-000871,US,organic
US-ORD-000872,US,social
US-ORD-000873,US,organic
US-ORD-000874,US,paid_search
US-ORD-000875,US,paid_search
US-ORD-000876,US,social
US-ORD-000877,US,social
US-ORD-000878,US,paid_search
US-ORD-000879,US,paid_search
US-ORD-000880,US,paid_search
US-ORD-000881,US,social
US-ORD-000882,US,paid_search
US-ORD-000883,US,paid_search
US-ORD-000884,US,email
US-ORD-000885,US,paid_search
US-ORD-000886,US,social
US-ORD-000887,US,paid_search
US-ORD-000888,US,paid_search
US-ORD-000889,US,paid_search
US-ORD-000890,US,social
US-ORD-000891,US,email
US-ORD-000892,US,email
US-ORD-000893,US,organic
US-ORD-000894,US,social
US-ORD-000895,US,paid_search
US-ORD-000896,US,organic
US-ORD-000897,US,email
US-ORD-000898,US,paid_search
US-ORD-000899,US,paid_search
US-ORD-000900,US,paid_search
US-ORD-000901,US,paid_search
US-ORD-000902,US,paid_search
US-ORD-000903,US,social
US-ORD-000904,US,organic
US-ORD-000905,US,email
US-ORD-000906,US,email
US-ORD-000907,US,organic
US-ORD-000908,US,organic
US-ORD-000909,US,organic
US-ORD-000910,US,social
US-ORD-000911,US,organic
US-ORD-000912,US,social
US-ORD-000913,US,organic
US-ORD-000914,US,social
US-ORD-000915,US,organic
US-ORD-000916,US,organic
US-ORD-000917,US,referral
US-ORD-000918,US,email
US-ORD-000919,US,paid_search
US-ORD-000920,US,email
US-ORD-000921,US,organic
US-ORD-000922,US,email
US-ORD-000923,US,email
US-ORD-000924,US,organic
US-ORD-000925,US,paid_search
US-ORD-000926,US,organic
US-ORD-000927,US,organic
US-ORD-000928,US,social
US-ORD-000929,US,organic
US-ORD-000930,US,paid_search
US-ORD-000931,US,email
US-ORD-000932,US,referral
US-ORD-000933,US,organic
US-ORD-000934,US,paid_search
US-ORD-000935,US,organic
US-ORD-000936,US,paid_search
US-ORD-000937,US,referral
US-ORD-000938,US,paid_search
US-ORD-000939,US,social
US-ORD-000940,US,organic
US-ORD-000941,US,social
US-ORD-000942,US,social
US-ORD-000943,US,email
US-ORD-000944,US,paid_search
US-ORD-000945,US,paid_search
US-ORD-000946,US,paid_search
US-ORD-000947,US,referral
US-ORD-000948,US,email
US-ORD-000949,US,social
US-ORD-000950,US,social
US-ORD-000951,US,social
US-ORD-000952,US,paid_search
US-ORD-000953,US,referral
US-ORD-000954,US,organic
US-ORD-000955,US,organic
US-ORD-000956,US,organic
US-ORD-000957,US,paid_search
US-ORD-000958,US,paid_search
US-ORD-000959,US,social
US-ORD-000960,US,paid_search
US-ORD-000961,US,social
US-ORD-000962,US,paid_search
US-ORD-000963,US,organic
US-ORD-000964,US,organic
US-ORD-000965,US,organic
US-ORD-000966,US,social
US-ORD-000967,US,organic
US-ORD-000968,US,social
US-ORD-000969,US,organic
US-ORD-000970,US,social
US-ORD-000971,US,referral
US-ORD-000972,US,social
US-ORD-000973,US,paid_search
US-ORD-000974,US,paid_search
US-ORD-000975,US,organic
US-ORD-000976,US,social
US-ORD-000977,US,paid_search
US-ORD-000978,US,organic
US-ORD-000979,US,social
US-ORD-000980,US,organic
US-ORD-000981,US,email
US-ORD-000982,US,paid_search
US-ORD-000983,US,paid_search
