order_id,customer_id,region,currency_code,amount_local_currency,amount_display,product_category,order_date,delivered_date,is_refunded,refund_date,review_score,order_status
GH-ORD-000029,GH-CUST-00003,GH,GHS,440.54,440.54,Health,2024-02-18 00:00:00,28-Feb-2024,False,,4.0,completed
GH-ORD-000030,GH-CUST-00268,GH,GHS,3.81,3.81,Beauty,05/27/2023 00:00,03-Jun-2023,False,,3.0,completed
GH-ORD-000031,GH-CUST-00464,GH,GHS,235.11,235.11,Health,11.08.2024,16.08.2024,False,,3.0,completed
GH-ORD-000032,GH-CUST-00293,GH,GHS,415.94,415.94,Beauty,12/14/2025 00:00,12/14/2025 08:21,False,,5.0,completed
GH-ORD-000033,GH-CUST-00200,GH,GHS,357.41,23.23,Books,29.01.2024,05.02.2024,False,,5.0,completed
GH-ORD-000034,GH-CUST-00366,GH,GHS,47.71,47.71,Electronics,10-May-2025,05/15/2025 08:11,False,,4.0,completed
GH-ORD-000035,GH-CUST-00218,GH,GHS,498.49,32.4,,2025-04-30 00:00:00,,False,,,completed
GH-ORD-000036,GH-CUST-00055-DUP,GH,GHS,352.01,352.01,Home & Kitchen,07/30/2023 00:00,04.08.2023,False,,4.0,completed
GH-ORD-000037,GH-CUST-00236,GH,GHS,548.36,548.36,Health,11/10/2023 00:00,21.11.2023,False,,4.0,completed
GH-ORD-000038,GH-CUST-00127,GH,GHS,388.08,388.08,Fashion,19-Sep-2023,29-Sep-2023,False,,4.0,completed
GH-ORD-000039,GH-CUST-00102,GH,GHS,457.91,457.91,Grocery,06/21/2025 00:00,2025-07-03 10:01:47,False,,4.0,completed
GH-ORD-000040,GH-CUST-00041,GH,GHS,382.7,382.7,Home & Kitchen,09/03/2024 00:00,09-Sep-2024,False,,3.0,completed
GH-ORD-000041,GH-CUST-00561,GH,GHS,236.88,236.88,Automotive,2025-03-03 00:00:00,25-Mar-2025,False,,2.0,completed
GH-ORD-000042,GH-CUST-00006,GH,GHS,417.65,417.65,Books,11/28/2024 00:00,28-Nov-2024,False,,5.0,completed
GH-ORD-000043,GH-CUST-00369-DUP,GH,GHS,520.3,520.3,Toys,06.11.2024,11/12/2024 22:56,True,10-Dec-2024,,cancelled
GH-ORD-000044,GH-CUST-00126,GH,GHS,281.51,281.51,Grocery,13.06.2025,06/22/2025 05:05,False,,,completed
GH-ORD-000045,GH-CUST-00296,GH,GHS,185.73,185.73,Sports,2025-07-31 00:00:00,2025-08-08 18:29:29,False,,4.0,completed
GH-ORD-000046,GH-CUST-00215,GH,GHS,264.92,264.92,Grocery,20.08.2023,28-Aug-2023,False,,,completed
GH-ORD-000047,GH-CUST-00545,GH,GHS,69.84,69.84,,06.12.2023,14-Dec-2023,False,,4.0,completed
GH-ORD-000048,GH-CUST-00086,GH,GHS,300.62,300.62,Beauty,04.07.2024,2024-07-11 03:16:48,False,,5.0,completed
GH-ORD-000049,GH-CUST-00205,GH,GHS,223.42,223.42,Grocery,2024-06-02 00:00:00,10-Jun-2024,False,,5.0,cancelled
GH-ORD-000050,GH-CUST-00472,GH,GHS,267.3,267.3,Grocery,25.12.2024,01/02/2025 20:35,False,,4.0,completed
GH-ORD-000051,GH-CUST-00339,GH,GHS,477.98,477.98,Health,26.03.2023,01.04.2023,False,,5.0,completed
GH-ORD-000052,GH-CUST-00561,GH,GHS,263.43,263.43,Beauty,26-Nov-2023,30.11.2023,False,,4.0,completed
GH-ORD-000053,GH-CUST-00588,GH,GHS,231.25,231.25,Electronics,2023-10-12 00:00:00,2023-10-22 11:34:05,False,,1.0,completed
GH-ORD-000054,GH-CUST-00247,GH,GHS,280.83,18.25,Fashion,10.09.2024,2024-09-16 03:52:40,False,,3.0,completed
GH-ORD-000055,GH-CUST-00175,GH,GHS,191.48,191.48,Home & Kitchen,12-Jul-2024,07/17/2024 16:55,False,,,completed
GH-ORD-000056,GH-CUST-00407,GH,GHS,272.32,272.32,Books,2023-10-05 00:00:00,10/07/2023 12:44,False,,,completed
GH-ORD-000057,GH-CUST-00242,GH,GHS,330.6,330.6,,17-Sep-2023,30-Sep-2023,False,,4.0,completed
GH-ORD-000058,GH-CUST-00561,GH,GHS,409.44,409.44,Home & Kitchen,2024-11-22 00:00:00,04-Dec-2024,False,,5.0,completed
GH-ORD-000059,GH-CUST-00499,GH,GHS,579.22,579.22,Toys,2024-09-20 00:00:00,09/26/2024 00:04,False,,3.0,completed
GH-ORD-000060,GH-CUST-00325,GH,GHS,405.35,405.35,Automotive,2025-08-16 00:00:00,08/26/2025 19:59,False,,4.0,completed
GH-ORD-000061,GH-CUST-00510,GH,GHS,582.29,582.29,Beauty,30-Nov-2024,12/08/2024 01:05,False,,4.0,cancelled
GH-ORD-000062,GH-CUST-00184,GH,GHS,123.14,123.14,Electronics,08.03.2025,24-Mar-2025,False,,3.0,completed
GH-ORD-000063,GH-CUST-00190,GH,GHS,230.69,230.69,Grocery,26.06.2023,02.07.2023,False,,3.0,completed
GH-ORD-000064,GH-CUST-00102,GH,GHS,163.29,163.29,Sports,01.05.2025,2025-05-06 21:43:27,False,,2.0,completed
GH-ORD-000065,GH-CUST-00088,GH,GHS,154.35,154.35,Health,29.04.2025,14.05.2025,False,,4.0,completed
GH-ORD-000066,GH-CUST-00318,GH,GHS,428.14,428.14,Electronics,2024-03-10 00:00:00,2024-03-22 17:00:43,False,,5.0,completed
GH-ORD-000067,GH-CUST-00428,GH,GHS,3.0,3.0,Toys,12/29/2024 00:00,01-Jan-2025,False,,3.0,completed
GH-ORD-000068,GH-CUST-00316,GH,GHS,204.84,204.84,Books,09.09.2024,09/15/2024 19:08,False,,3.0,completed
GH-ORD-000069,GH-CUST-00245,GH,GHS,315.09,315.09,Automotive,07/04/2025 00:00,12-Jul-2025,False,,3.0,completed
GH-ORD-000070,GH-CUST-00147,GH,GHS,3.0,3.0,Automotive,09/02/2023 00:00,06-Sep-2023,False,,3.0,completed
GH-ORD-000071,GH-CUST-00463,GH,GHS,240.47,240.47,Books,06.06.2023,09.06.2023,False,,3.0,cancelled
GH-ORD-000072,GH-CUST-00016,GH,GHS,99.04,99.04,Beauty,29.03.2025,04/05/2025 11:55,False,,3.0,completed
GH-ORD-000073,GH-CUST-00191,GH,GHS,144.18,144.18,Beauty,23-Mar-2025,25.03.2025,False,,4.0,completed
GH-ORD-000074,GH-CUST-00443,GH,GHS,141.37,141.37,Books,19-Jun-2024,30-Jun-2024,False,,4.0,completed
GH-ORD-000075,GH-CUST-00091,GH,GHS,268.82,268.82,Grocery,03/09/2025 00:00,13-Mar-2025,False,,4.0,completed
GH-ORD-000076,GH-CUST-00427,GH,GHS,390.51,390.51,Grocery,29-Sep-2023,10/07/2023 13:41,False,,5.0,completed
GH-ORD-000077,GH-CUST-00470,GH,GHS,353.54,353.54,Fashion,27.02.2025,2025-03-10 15:42:22,False,,4.0,completed
GH-ORD-000078,GH-CUST-00407,GH,GHS,388.11,388.11,Toys,2023-09-10 00:00:00,14.09.2023,False,,3.0,completed
GH-ORD-000079,GH-CUST-00086,GH,GHS,335.9,335.9,Home & Kitchen,2025-11-21 00:00:00,30-Nov-2025,False,,4.0,completed
GH-ORD-000080,GH-CUST-00462,GH,GHS,456.06,456.06,Toys,2025-02-17 00:00:00,02/19/2025 07:12,False,,3.0,completed
GH-ORD-000081,GH-CUST-00227,GH,GHS,316.73,316.73,Books,30.10.2025,,False,,,completed
GH-ORD-000082,GH-CUST-00142,GH,GHS,820.44,53.33,Fashion,09/15/2025 00:00,,False,,,completed
GH-ORD-000083,GH-CUST-00036,GH,GHS,267.47,267.47,Automotive,12-Jan-2025,2025-01-17 22:30:53,False,,3.0,completed
GH-ORD-000084,GH-CUST-00367,GH,GHS,284.82,284.82,Electronics,2024-02-08 00:00:00,02/16/2024 10:45,False,,3.0,completed
GH-ORD-000085,GH-CUST-00554,GH,GHS,236.3,236.3,Beauty,03-Sep-2023,16-Sep-2023,False,,5.0,completed
GH-ORD-000086,GH-CUST-00007,GH,GHS,320.33,320.33,Health,18.06.2025,20-Jun-2025,False,,4.0,completed
GH-ORD-000087,GH-CUST-00202,GH,GHS,528.69,528.69,Toys,2025-02-23 00:00:00,08.03.2025,False,,4.0,completed
GH-ORD-000088,GH-CUST-00570,GH,GHS,507.59,507.59,Electronics,14.11.2023,,False,,,completed
GH-ORD-000089,GH-CUST-00213,GH,GHS,380.5,380.5,Automotive,2023-09-10 00:00:00,2023-09-15 06:38:43,False,,4.0,completed
GH-ORD-000090,GH-CUST-00562,GH,GHS,492.73,492.73,Sports,2025-11-26 00:00:00,2025-12-01 15:24:55,False,,3.0,completed
GH-ORD-000091,GH-CUST-00286,GH,GHS,295.6,295.6,Grocery,04.06.2023,06/11/2023 02:14,True,2023-06-29 00:00:00,4.0,completed
GH-ORD-000092,GH-CUST-00571,GH,GHS,207.48,207.48,Sports,2024-08-01 00:00:00,15-Aug-2024,False,,3.0,completed
GH-ORD-000093,GH-CUST-00010-DUP,GH,GHS,480.6,480.6,Sports,12/01/2025 00:00,2025-12-05 22:34:28,False,,2.0,completed
GH-ORD-000094,GH-CUST-00117,GH,GHS,318.06,318.06,Home & Kitchen,16-Apr-2025,,False,,,completed
GH-ORD-000095,GH-CUST-00248,GH,GHS,102.46,102.46,Health,07-May-2024,08.05.2024,False,,4.0,completed
GH-ORD-000096,GH-CUST-00546,GH,GHS,436.13,436.13,Home & Kitchen,11/22/2023 00:00,02.12.2023,False,,4.0,completed
GH-ORD-000097,GH-CUST-00284,GH,GHS,356.62,356.62,Toys,21-Jun-2023,2023-06-28 21:23:14,False,,2.0,completed
GH-ORD-000098,GH-CUST-00102,GH,GHS,52.66,52.66,Sports,2025-10-21 00:00:00,11/08/2025 04:29,False,,4.0,completed
GH-ORD-000099,GH-CUST-00538,GH,GHS,416.16,416.16,Books,2023-07-26 00:00:00,06.08.2023,False,,4.0,completed
GH-ORD-000100,GH-CUST-00255,GH,GHS,235.15,235.15,Fashion,19.04.2023,,False,,,completed
GH-ORD-000101,GH-CUST-00143,GH,GHS,345.93,345.93,Health,03/24/2025 00:00,2025-04-03 02:24:58,False,,2.0,completed
GH-ORD-000102,GH-CUST-00597,GH,GHS,146.51,146.51,Fashion,04/11/2024 00:00,16-Apr-2024,False,,4.0,completed
GH-ORD-000103,GH-CUST-00203,GH,GHS,151.46,151.46,Grocery,07/16/2024 00:00,23-Jul-2024,False,,,completed
GH-ORD-000104,GH-CUST-00031,GH,GHS,246.31,16.01,Electronics,06/27/2025 00:00,17-Jul-2025,False,,3.0,completed
GH-ORD-000105,GH-CUST-00094,GH,GHS,177.76,177.76,Fashion,04.12.2023,07.12.2023,False,,4.0,completed
GH-ORD-000106,GH-CUST-00335,GH,GHS,371.38,371.38,Sports,12-Feb-2023,16-Feb-2023,False,,5.0,completed
GH-ORD-000107,GH-CUST-00283,GH,GHS,229.66,229.66,Electronics,02.02.2023,16-Feb-2023,False,,3.0,cancelled
GH-ORD-000108,GH-CUST-00398,GH,GHS,3.0,3.0,Fashion,13-Jun-2024,06/29/2024 14:36,False,,4.0,completed
GH-ORD-000109,GH-CUST-00138,GH,GHS,285.5,285.5,Toys,2023-01-09 00:00:00,31.01.2023,False,,4.0,completed
GH-ORD-000110,GH-CUST-00143,GH,GHS,198.2,198.2,Grocery,12/05/2025 00:00,2025-12-11 18:58:27,False,,4.0,completed
GH-ORD-000111,GH-CUST-00175,GH,GHS,309.47,309.47,Sports,2024-06-05 00:00:00,06/15/2024 10:33,False,,3.0,completed
GH-ORD-000112,GH-CUST-00279,GH,GHS,225.28,225.28,Beauty,19.04.2025,2025-04-22 09:15:56,False,,3.0,completed
GH-ORD-000113,GH-CUST-00057,GH,GHS,3.0,0.2,Home & Kitchen,04-Sep-2025,,False,,,completed
GH-ORD-000114,GH-CUST-00589,GH,GHS,266.9,266.9,Toys,12/15/2025 00:00,2025-12-25 06:06:45,False,,3.0,completed
GH-ORD-000115,GH-CUST-00374,GH,GHS,335.63,335.63,Sports,17-Nov-2025,2025-11-17 00:00:00,False,,4.0,completed
GH-ORD-000116,GH-CUST-00438,GH,GHS,11.28,11.28,Toys,22.11.2023,25-Nov-2023,False,,4.0,completed
GH-ORD-000117,GH-CUST-00506,GH,GHS,484.2,484.2,Grocery,2025-05-09 00:00:00,2025-05-18 11:38:09,False,,4.0,completed
GH-ORD-000118,GH-CUST-00077-DUP,GH,GHS,276.88,276.88,Books,02/06/2023 00:00,02/11/2023 03:29,False,,3.0,completed
GH-ORD-000119,GH-CUST-00243,GH,GHS,348.38,348.38,Home & Kitchen,04/18/2025 00:00,04/20/2025 11:00,False,,4.0,completed
GH-ORD-000120,GH-CUST-00528,GH,GHS,217.84,217.84,Sports,11/17/2025 00:00,28-Nov-2025,False,,5.0,completed
GH-ORD-000121,GH-CUST-00003,GH,GHS,12.31,12.31,Beauty,2024-06-01 00:00:00,26.06.2024,False,,3.0,completed
GH-ORD-000122,GH-CUST-00501,GH,GHS,3.0,3.0,Automotive,24-Mar-2024,2024-03-27 20:52:36,False,,5.0,completed
GH-ORD-000123,GH-CUST-00347,GH,GHS,377.52,24.54,Automotive,25-Sep-2024,,False,,,completed
GH-ORD-000124,GH-CUST-00146,GH,GHS,412.66,412.66,Home & Kitchen,01-Jan-2023,06-Jan-2023,True,2023-02-08 00:00:00,3.0,completed
GH-ORD-000125,GH-CUST-00528,GH,GHS,374.15,374.15,Sports,01/15/2023 00:00,2023-01-24 18:00:02,False,,,completed
GH-ORD-000126,GH-CUST-00081,GH,GHS,187.63,187.63,Sports,10-May-2025,11-May-2025,False,,,completed
GH-ORD-000127,GH-CUST-00109-DUP,GH,GHS,806.04,806.04,Grocery,07-Mar-2025,2025-03-14 10:26:58,False,,3.0,completed
GH-ORD-000128,GH-CUST-00473,GH,GHS,298.13,298.13,Home & Kitchen,2024-09-04 00:00:00,11.09.2024,False,,4.0,completed
GH-ORD-000129,GH-CUST-00370,GH,GHS,485.91,485.91,Fashion,2024-06-26 00:00:00,07/03/2024 12:02,False,,3.0,completed
GH-ORD-000130,GH-CUST-00547,GH,GHS,254.14,254.14,Books,2025-08-25 00:00:00,,False,,,completed
GH-ORD-000131,GH-CUST-00115,GH,GHS,507.82,507.82,Toys,12/27/2025 00:00,08.01.2026,False,,,completed
GH-ORD-000132,GH-CUST-00283,GH,GHS,297.2,297.2,Grocery,08.05.2023,2023-05-10 21:14:28,False,,3.0,completed
GH-ORD-000133,GH-CUST-00200,GH,GHS,282.42,282.42,Health,24.12.2023,02.01.2024,True,01/20/2024 00:00,3.0,completed
GH-ORD-000134,GH-CUST-00247,GH,GHS,203.17,203.17,Beauty,14.01.2024,01/19/2024 15:05,False,,4.0,completed
GH-ORD-000135,GH-CUST-00043,GH,GHS,3.0,3.0,Sports,30.08.2024,09/02/2024 14:16,False,,3.0,completed
GH-ORD-000136,GH-CUST-00003,GH,GHS,473.2,473.2,Health,2025-03-03 00:00:00,03/07/2025 17:52,False,,4.0,completed
GH-ORD-000137,GH-CUST-00220,GH,GHS,316.25,316.25,Sports,22.10.2025,04-Nov-2025,True,24.11.2025,5.0,completed
GH-ORD-000138,GH-CUST-00034,GH,GHS,270.8,270.8,Books,11/30/2023 00:00,2023-12-06 02:21:12,False,,3.0,completed
GH-ORD-000139,GH-CUST-00262,GH,GHS,241.43,15.69,Grocery,10.12.2024,16.12.2024,False,,4.0,completed
GH-ORD-000140,GH-CUST-00459,GH,GHS,347.25,22.57,Toys,12/06/2024 00:00,16-Dec-2024,False,,,completed
GH-ORD-000141,GH-CUST-00574,GH,GHS,481.49,481.49,Home & Kitchen,06/07/2025 00:00,06/22/2025 10:50,True,25-Jun-2025,4.0,completed
GH-ORD-000142,GH-CUST-00401,GH,GHS,455.91,455.91,Books,2023-02-14 00:00:00,,False,,,completed
GH-ORD-000143,GH-CUST-00197,GH,GHS,469.6,469.6,,07/23/2025 00:00,08/04/2025 05:54,False,,,completed
GH-ORD-000144,GH-CUST-00558,GH,GHS,441.35,441.35,Grocery,11.08.2025,19-Aug-2025,False,,3.0,completed
GH-ORD-000145,GH-CUST-00520,GH,GHS,56.88,56.88,Sports,2024-01-17 00:00:00,24.01.2024,False,,5.0,completed
GH-ORD-000146,GH-CUST-00449,GH,GHS,230.42,230.42,Books,22.06.2025,03.07.2025,False,,4.0,completed
GH-ORD-000147,GH-CUST-00395,GH,GHS,234.61,234.61,Books,09/04/2024 00:00,09/17/2024 06:22,False,,1.0,completed
GH-ORD-000148,GH-CUST-00543,GH,GHS,84.36,84.36,Fashion,13-Jan-2025,02/06/2025 08:05,False,,3.0,completed
GH-ORD-000149,GH-CUST-00201,GH,GHS,333.8,333.8,Sports,20-May-2023,29-May-2023,False,,4.0,completed
GH-ORD-000150,GH-CUST-00183,GH,GHS,375.37,375.37,Electronics,08-Jun-2023,12-Jun-2023,False,,,completed
GH-ORD-000151,GH-CUST-00178,GH,GHS,85.09,85.09,Electronics,2025-05-06 00:00:00,15-May-2025,False,,3.0,completed
GH-ORD-000152,GH-CUST-00268,GH,GHS,28.72,28.72,Books,04-Mar-2023,15-Mar-2023,False,,5.0,completed
GH-ORD-000153,GH-CUST-00073,GH,GHS,529.15,529.15,Toys,12/24/2025 00:00,01.01.2026,False,,4.0,completed
GH-ORD-000154,GH-CUST-00521,GH,GHS,499.18,499.18,Automotive,14-Sep-2023,2023-09-19 10:25:26,False,,5.0,completed
GH-ORD-000155,GH-CUST-00358,GH,GHS,324.06,324.06,Sports,08/10/2023 00:00,2023-08-21 15:42:58,False,,4.0,completed
GH-ORD-000156,GH-CUST-00315,GH,GHS,487.4,487.4,Electronics,2025-08-06 00:00:00,14.08.2025,False,,2.0,completed
GH-ORD-000157,GH-CUST-00497,GH,GHS,512.31,512.31,Toys,22-Jun-2024,06/26/2024 05:02,False,,5.0,completed
GH-ORD-000158,GH-CUST-00127,GH,GHS,265.56,265.56,Books,2024-02-05 00:00:00,02/17/2024 16:53,True,03/17/2024 00:00,,completed
GH-ORD-000159,GH-CUST-00340,GH,GHS,461.56,461.56,Health,15.06.2023,2023-07-07 17:17:37,True,24.07.2023,4.0,completed
GH-ORD-000160,GH-CUST-00192,GH,GHS,347.62,347.62,Beauty,09/22/2025 00:00,09/22/2025 00:00,False,,4.0,completed
GH-ORD-000161,GH-CUST-00529,GH,GHS,101.43,101.43,Health,05/16/2023 00:00,24-May-2023,False,,,completed
GH-ORD-000162,GH-CUST-00323,GH,GHS,97.13,97.13,Electronics,16.11.2025,19-Nov-2025,False,,5.0,completed
GH-ORD-000163,GH-CUST-00306,GH,GHS,451.11,451.11,Home & Kitchen,24-May-2025,05/31/2025 23:36,False,,4.0,completed
GH-ORD-000164,GH-CUST-00028,GH,GHS,240.33,240.33,Sports,11.12.2025,2025-12-21 06:42:29,False,,,completed
GH-ORD-000165,GH-CUST-00544,GH,GHS,171.83,171.83,Electronics,11-Feb-2024,11.03.2024,False,,3.0,completed
GH-ORD-000166,GH-CUST-00143,GH,GHS,212.82,212.82,Sports,2024-07-02 00:00:00,07/10/2024 02:05,False,,3.0,completed
GH-ORD-000167,GH-CUST-00141,GH,GHS,332.59,332.59,Grocery,2023-12-20 00:00:00,2023-12-25 20:24:47,False,,4.0,completed
GH-ORD-000168,GH-CUST-00332,GH,GHS,474.56,474.56,Books,01.06.2023,06.06.2023,False,,4.0,completed
GH-ORD-000169,GH-CUST-00055,GH,GHS,353.81,353.81,Books,2025-03-05 00:00:00,2025-03-11 06:09:27,True,06-Apr-2025,4.0,completed
GH-ORD-000170,GH-CUST-00478,GH,GHS,368.86,368.86,,21.11.2023,03-Dec-2023,False,,3.0,completed
GH-ORD-000171,GH-CUST-00143,GH,GHS,129.16,129.16,Toys,09/26/2024 00:00,2024-10-02 18:28:21,False,,,completed
GH-ORD-000172,GH-CUST-00550,GH,GHS,125.16,125.16,Sports,12/25/2024 00:00,04-Jan-2025,False,,3.0,completed
GH-ORD-000173,GH-CUST-00139,GH,GHS,653.28,653.28,Sports,2025-05-15 00:00:00,28-May-2025,False,,4.0,completed
GH-ORD-000174,GH-CUST-00273,GH,GHS,418.78,27.22,Health,2025-01-18 00:00:00,01/19/2025 10:52,False,,5.0,completed
GH-ORD-000175,GH-CUST-00190,GH,GHS,185.57,185.57,,06.11.2024,2024-11-13 12:25:56,False,,2.0,completed
GH-ORD-000176,GH-CUST-00236,GH,GHS,357.81,357.81,Sports,2024-12-04 00:00:00,07.12.2024,False,,4.0,completed
GH-ORD-000177,GH-CUST-00324,GH,GHS,192.92,192.92,Health,30-Apr-2025,2025-05-03 16:32:11,False,,3.0,completed
GH-ORD-000178,GH-CUST-00014,GH,GHS,316.13,316.13,Toys,07/26/2024 00:00,07/28/2024 20:58,False,,3.0,completed
GH-ORD-000179,GH-CUST-00191,GH,GHS,386.12,386.12,Health,07-Dec-2024,01/05/2025 09:50,False,,4.0,completed
GH-ORD-000180,GH-CUST-00528,GH,GHS,133.24,133.24,Toys,2023-11-13 00:00:00,11/24/2023 12:45,False,,4.0,completed
GH-ORD-000181,GH-CUST-00320,GH,GHS,224.09,224.09,Toys,2025-06-09 00:00:00,20.06.2025,False,,4.0,completed
GH-ORD-000182,GH-CUST-00353,GH,GHS,425.26,425.26,Automotive,28-Aug-2023,03.09.2023,False,,5.0,completed
GH-ORD-000183,GH-CUST-00045,GH,GHS,253.36,253.36,Electronics,2024-11-13 00:00:00,2024-11-17 02:45:56,False,,5.0,completed
GH-ORD-000184,GH-CUST-00043,GH,GHS,3.0,3.0,Home & Kitchen,10/14/2023 00:00,,False,,,completed
GH-ORD-000185,GH-CUST-00434,GH,GHS,179.68,11.68,Toys,05-Jan-2025,,False,,,completed
GH-ORD-000186,GH-CUST-00549,GH,GHS,569.1,569.1,Fashion,07/04/2025 00:00,,False,,,completed
GH-ORD-000187,GH-CUST-00045,GH,GHS,227.09,227.09,Books,11-Aug-2025,2025-08-28 16:54:47,False,,4.0,completed
GH-ORD-000188,GH-CUST-00476,GH,GHS,436.36,436.36,Toys,04/30/2023 00:00,08.05.2023,False,,4.0,completed
GH-ORD-000189,GH-CUST-00403,GH,GHS,239.72,239.72,Beauty,02/10/2023 00:00,02/17/2023 03:52,False,,4.0,completed
GH-ORD-000190,GH-CUST-00437,GH,GHS,338.75,338.75,Electronics,06.08.2025,13.08.2025,False,,,completed
GH-ORD-000191,GH-CUST-00260,GH,GHS,521.52,521.52,Toys,04-Oct-2024,04-Oct-2024,False,,4.0,completed
GH-ORD-000192,GH-CUST-00454,GH,GHS,394.84,394.84,Sports,03.09.2023,2023-09-15 14:06:30,True,2023-10-17 00:00:00,4.0,completed
GH-ORD-000193,GH-CUST-00150,GH,GHS,313.27,313.27,Sports,11.11.2025,12/12/2025 22:39,False,,,completed
GH-ORD-000194,GH-CUST-00240,GH,GHS,518.59,518.59,Beauty,01.04.2024,04/07/2024 19:08,False,,,completed
GH-ORD-000195,GH-CUST-00447,GH,GHS,322.72,322.72,Books,2023-08-25 00:00:00,08-Sep-2023,False,,2.0,completed
GH-ORD-000196,GH-CUST-00166,GH,GHS,169.6,169.6,,14.04.2023,2023-04-27 20:43:12,False,,,completed
GH-ORD-000197,GH-CUST-00131,GH,GHS,454.81,454.81,Automotive,03-May-2024,13.05.2024,False,,3.0,completed
GH-ORD-000198,GH-CUST-00019,GH,GHS,138.91,138.91,Beauty,07-Mar-2025,12.03.2025,False,,5.0,completed
GH-ORD-000199,GH-CUST-00564,GH,GHS,179.45,179.45,Grocery,11/24/2024 00:00,12/02/2024 09:44,False,,3.0,completed
GH-ORD-000200,GH-CUST-00016,GH,GHS,414.84,414.84,Electronics,2025-10-02 00:00:00,07.10.2025,False,,4.0,completed
