customer_id,region,recency_days,frequency,monetary,R_score,F_score,M_score,segment
004256f082951ec189a4962b6788c214,BR,164,1,50.11977300954974,4,1,5,New Customers
004288347e5e88a27ded2bb23747066c,BR,233,2,68.53538090447286,3,5,5,Loyal Customers
0042dcca0ae57aaec6e808edc31a2d48,BR,275,1,16.44678949153814,2,1,2,Lost
0042dfa8925d6eb23e471ec350454f04,BR,40,1,12.166833571409509,5,1,2,New Customers
0043d65f8039b4a4d43bc7b0f450ac2c,BR,501,1,12.45886852122398,1,1,2,Lost
00444f48f6c9b55657e49435ce3a97ca,BR,451,1,10.13032494786886,1,1,1,Lost
00446a03d7a34d191507c9e42870d0a5,BR,546,1,24.939011111639743,1,1,3,Lost
004493e0b0a37317d25665d340c0677d,BR,89,1,16.114140409630267,5,1,2,New Customers
0045e9ad4d6c85d2323a7ab374b76183,BR,76,1,4.666757178161047,5,1,1,New Customers
0046311f458d8041b00063cb99482903,BR,398,1,21.724692657390403,1,1,3,Lost
0047f3e16441284d757a8963344f6c59,BR,371,1,14.73325991845456,2,1,2,Lost
0048706e497cfba0b689e1e3497bc99e,BR,19,1,15.984561988189412,5,1,2,New Customers
0048a779a98a7848514096ff04046079,BR,26,1,7.937161814825087,5,1,1,New Customers
0049a16516d38fc2246696172a257f16,BR,248,1,6.337738612861064,3,1,1,Needs Attention
0049dadc30da6a277c1e9d371df5a66f,BR,447,1,5.030350360711513,1,1,1,Lost
0049db44bfd6cee26ac9c649329ff6ea,BR,545,1,21.088404587927084,1,1,3,Lost
0049ec2d7a5818d0e4b3f4735cec2458,BR,47,1,8.544439789935973,5,1,1,New Customers
004a432489f6630c6dfd3fc4454603f5,BR,261,1,16.24758684365145,3,1,2,Needs Attention
004b45ec5c64187465168251cd1c9c2f,BR,100,2,28.569140918273924,4,5,4,Champions
004b9b1634b7becda8eec4e96bced882,BR,29,1,30.700415850032513,5,1,4,New Customers
004d17fa2cb102a7c4817f040c884e59,BR,203,1,7.693477022264668,3,1,1,Needs Attention
004df63539fd5e38d4b0a0506de7549c,BR,49,1,192.1531949590513,5,1,5,New Customers
004ed862ea4e55f18868d3d782d10879,BR,393,1,21.136754745181136,1,1,3,Lost
004f84d065096f3cedd26cf0adc80b9d,BR,131,1,36.5681909343842,4,1,4,New Customers
00504b68faa074d0f40adcb4f7727f71,BR,23,1,38.4287049855201,5,1,4,New Customers
0050dcff37f8b9ff611d245e30572b46,BR,125,1,13.19379091148556,4,1,2,New Customers
00522457bba00bba576a34fd9b4808fd,BR,520,1,24.751412501494023,1,1,3,Lost
005226be8d5b972d0f72b4e8a79f322b,BR,155,1,309.53964074672757,4,1,5,New Customers
00539155ce68fbe677934aebdb17e09b,BR,127,1,11.26558664019399,4,1,2,New Customers
00543330561a9088f8b3879114a7b008,BR,283,1,14.303910522038585,2,1,2,Lost
0055b522bc89cbfbf376d8b59a628470,BR,549,1,70.54287943366107,1,1,5,Lost
0055bbb9c95f6acb8db89d1f6c316407,BR,201,1,16.09673435301881,3,1,2,Needs Attention
0056c2dd794a5eede6164dcae635875a,BR,26,1,33.241700115305456,5,1,4,New Customers
0056f26cb8f20916c3baa0e39fc30709,BR,156,1,21.125150707440163,4,1,3,New Customers
005754cb59f8ee5cdbb5cda9d138757e,BR,44,1,49.97085452520726,5,1,5,New Customers
00575b2023dedcc0f3e81a938834689b,BR,303,1,6.262312367544744,2,1,1,Lost
0057f64bff87f4698b4cbd338d62a2a8,BR,13,1,16.025176120282815,5,1,2,New Customers
0058e7db269cc11558913b42beb115d0,BR,108,1,15.255441616798315,4,1,2,New Customers
0058f300f57d7b93c477a131a59b36c3,BR,165,2,33.95728244266542,4,5,4,Champions
0059acd36094bf670ec8b21be6c0044c,BR,448,1,9.02987536876665,1,1,1,Lost
005d8faa4cf789cf52fb880a8569880a,BR,115,1,17.26100613969637,4,1,3,New Customers
005e32bc930906dc6b65fb9d11cce3e2,BR,365,1,9.59267119920381,2,1,1,Lost
005ee3e015ec18092d7782e507cf68fe,BR,337,1,36.35158222988605,2,1,4,Lost
005f060d4223956c62b64e9567a36f0f,BR,104,1,150.40380117332296,4,1,5,New Customers
005f4b46e70bbd3295a38e2fd28d6566,BR,305,1,12.358300194135552,2,1,2,Lost
005f6fa02633470267dcd1e3ecd0fa79,BR,38,1,52.61270711756864,5,1,5,New Customers
005ff4ebe100db3eebbe6f7b19a8f99a,BR,355,1,45.7992029573277,2,1,5,Lost
006031108b00e5f73b2426a50b50f9c0,BR,365,1,39.61425084138944,2,1,4,Lost
00605a8897ed9ad73b5c93bebad2541a,BR,162,1,6.020561581274488,4,1,1,New Customers
00626f29f9b57d3ef7c1739ff03e944e,BR,145,1,29.886199201874287,4,1,4,New Customers
0062adafa3846d9f372d8f1bde591b24,BR,191,1,28.98495227065877,3,1,4,Needs Attention
0063817060d662048ed08bccecaf45d5,BR,234,1,13.804936899176772,3,1,2,Needs Attention
0064a1b5f5cddd047c987b988a90c8c1,BR,186,1,52.06344933116261,3,1,5,Needs Attention
0064c96f536ac6250275482221834154,BR,75,1,12.634863093628727,5,1,2,New Customers
00651d97d964127ccfc0e2e55464876d,BR,189,1,4.587462920264402,3,1,1,Needs Attention
0065f6fb341f013a95a8e11cdc98d07a,BR,329,1,23.07656305421368,2,1,3,Lost
0065f7795a38381973a373c8b4939679,BR,58,1,6.037967637885946,5,1,1,New Customers
0066b328e72fd82fd7420bf849c0e8b4,BR,364,1,18.24734934767902,2,1,3,Lost
0067d2652c12515146721538868bbd80,BR,76,1,36.80027168920365,5,1,4,New Customers
0068bd2e9e76c018846dbc6e2bec5ac5,BR,69,1,15.377284013078524,5,1,2,New Customers
006a8c1784d622ebe06bab57e72ee045,BR,282,1,12.888217917639956,2,1,2,Lost
006ab6f5e82340e927757563a9fbe7e4,BR,275,1,58.13622908227146,2,1,5,Lost
006b297ed73773b17d8874a2eb4466e8,BR,147,1,20.976232223097686,4,1,3,New Customers
006bbb235068a01d2e3e47fa09ccf53c,BR,200,1,6.575621386550998,3,1,1,Needs Attention
006c10bfead12ac8d90486fb4ce4e603,BR,81,1,14.934396572631414,5,1,2,New Customers
006d763076d74d16d66e828e79ec1544,BR,394,1,19.208550473889563,1,1,3,Lost
006e937bd5a5e32043018a6d1521b5d5,BR,267,1,38.639511671147766,3,1,4,Needs Attention
006ec5b170182812131c7d9b219c036f,BR,322,1,11.946356854331032,2,1,2,Lost
006f2f20cf0cd723624b99d0e8e40d0c,BR,205,1,8.915768997647088,3,1,1,Needs Attention
00704e915ae0d4a236eace0267454cf9,BR,399,1,23.86370361430964,1,1,3,Lost
00705dcbc0b9cad67abd658612770905,BR,24,1,9.269692148746746,5,1,1,New Customers
00720f160ff500d3605a1bf403eb62d9,BR,108,1,22.92571056358104,4,1,3,New Customers
00728bae3dec9c16b2193ab7e3195eb7,BR,232,1,40.80946672870959,3,1,5,Needs Attention
00737247e3dc1942da2c527ef3bd2709,BR,163,1,15.123929189067296,4,1,2,New Customers
0074a1d3f1995ff0538dc7197500973c,BR,116,1,120.85605307222701,4,1,5,New Customers
00762eafc5dac5fc1574f91e9b7c9b67,BR,208,1,45.24220914576103,3,1,5,Needs Attention
007658319c060f337577e8a1834d5df5,BR,61,1,23.101705135985785,5,1,3,New Customers
00765d375af0e700f61c57db00a8ee63,BR,389,1,41.583069244774414,2,1,5,Lost
0076a71311bb2386a353f5ba87d2aa29,BR,402,1,13.640546364512998,1,1,2,Lost
00776f3807b128beca64cd0b27138d92,BR,347,1,62.19184027274131,2,1,5,Lost
0077ba3f829303a1dce98552495c91a1,BR,76,1,30.87641042243726,5,1,4,New Customers
0077dc76aaf02323f03bce9b00878253,BR,176,1,169.11337802435068,4,1,5,New Customers
0078108af1d2dc4b1601c744ca581b4f,BR,119,1,12.903689967961252,4,1,2,New Customers
0078bb0f0d23e922d08437b7d0e13907,BR,256,1,8.527033733324513,3,1,1,Needs Attention
007953b3182d5ccc9189a694f5c68163,BR,506,1,21.67634250013635,1,1,3,Lost
00797f371bc0f6adb4d267be541a92da,BR,147,1,13.027466370531624,4,1,2,New Customers
0079b50e9f77c1148b472818f92eaebc,BR,281,1,8.06287222368562,2,1,1,Lost
0079b7407a428543a7f178cc09164035,BR,278,1,12.377640257037173,2,1,2,Lost
007a2fab7046647dad04fe7d08c57820,BR,212,1,24.461311557969715,3,1,3,Needs Attention
007ad549acb91673f04eac22c0568114,BR,342,1,17.570447146122298,2,1,3,Lost
007b8307b6448f0425ff2001f00c1bdb,BR,112,1,7.917821751923466,4,1,1,New Customers
007ba48697b079e78f168b051462dd1b,BR,89,1,28.580744956014897,5,1,4,New Customers
007d9f716ead2bc8712255271a38f609,BR,245,1,13.068080502625026,3,1,2,Needs Attention
007e21b7a007c8f8dadfa43c9d5a91db,BR,177,1,13.683094502896562,4,1,2,New Customers
0083e758383b3deb6c6dac1b0b431ac0,BR,240,1,8.190516638836318,3,1,1,Needs Attention
00842c7d0cedb9e1edad8e9b7d148f09,BR,516,1,12.484010602996086,1,1,2,Lost
0085139b503668b3addcfe826d91be8d,BR,216,1,97.56674932609552,3,1,5,Needs Attention
0085d749fc64f766ece1729464f8039a,BR,166,1,67.59932186003442,4,1,5,New Customers
008778a1591d49f6b2464dffaa4fa662,BR,411,1,50.39053389017243,1,1,5,Lost
0087c31081ea8d160baa06bf4ad4d76f,BR,73,1,35.40198514141648,5,1,4,New Customers
0087eede471173af78d789df249c3a45,BR,564,1,29.22476905063886,1,1,4,Lost
008b06aba4b5f5b5b94f525ccf520624,BR,12,1,17.502756925966626,5,1,3,New Customers
008b82b072c6b564fcce49a325f84097,BR,177,1,8.728170387501368,4,1,1,New Customers
008ca52811784a181c8c88e8d66b49db,BR,19,1,26.426261948774368,5,1,4,New Customers
008d17333e414049279c7822dfd5f019,BR,376,1,25.538553061589983,2,1,3,Lost
008ea5bdd1a99fb584cce7739349da75,BR,143,1,12.38537628219782,4,1,2,New Customers
008f3d5f45a11059239a5c452cd00006,BR,585,1,65.09091570169423,1,1,5,Lost
008fb2ecc75561d202dd4db2e0ceec25,BR,460,1,7.884943644990712,1,1,1,Lost
009000746b4fc73fe77ecc396fdb78d2,BR,279,1,32.21861078780973,2,1,4,Lost
009062f98089a091615b5c9faa13de26,BR,356,1,5.854237040320551,2,1,1,Lost
009210a1646725341917560a13f7799f,BR,397,1,4.999406260068921,1,1,1,Lost
009231b0ef6a6b4f5a5fe46938827b83,BR,211,1,21.04779045583368,3,1,3,Needs Attention
009301957bc7714394865c44650d8060,BR,437,1,18.13711098913978,1,1,3,Lost
0093aeb87eca387dd153f965aa10c060,BR,286,1,28.95014015743585,2,1,4,Lost
0093c499f4f9c0e169ead490aa62ce3e,BR,448,1,43.75109029604608,1,1,5,Lost
0093dbe7f479386a92095026decf825d,BR,280,1,8.42839941252625,2,1,1,Lost
00941614a654458b888b8780815bd26c,BR,523,1,35.93963889008153,1,1,4,Lost
00950dbc783342e164c24e09023ebcb7,BR,62,1,17.231996045343937,5,1,3,New Customers
009671b5dc80cdf32aeb5850868ba81c,BR,439,1,21.413317644674308,1,1,3,Lost
0096c18412349537abc45e350581cbbc,BR,538,1,148.96490049344237,1,1,5,Lost
0096c9cb600a08e601f7c2be6734531a,BR,402,1,36.1504455757092,1,1,4,Lost
0096f8cd903cc205efab77d5ae6bb6f1,BR,203,1,28.617491075527976,3,1,4,Needs Attention
00970787f181925ba33bd32b3817f742,BR,353,1,6.846382267173686,2,1,1,Lost
0097c1e3f3c2fed7a7d8cf30be1a33df,BR,280,1,19.674645989818618,2,1,3,Lost
0097fca0db567f5ca79509b7b4fc1c2d,BR,137,1,44.029587201829415,4,1,5,New Customers
00986cafefb6e670cceca01694bda599,BR,246,1,12.940436087474332,3,1,2,Needs Attention
0098853a28531d48988a2fb02b30840e,BR,87,1,15.352141931306418,5,1,2,New Customers
009890d2f2b15df1267ed7f90f45fc4e,BR,133,1,18.984205744230763,4,1,3,New Customers
0098f4847541cc7d676f9a5efc64c0f0,BR,504,1,28.53626281134117,1,1,4,Lost
009a0802534f904b40b9d512b49794e1,BR,291,1,17.65554342288943,2,1,3,Lost
009a3ad0cbdfc7f5481488472f72e8b1,BR,153,1,4.06914923450097,4,1,1,New Customers
009dd7b313c04f4ccd9d4e423bc04ba7,BR,132,1,26.45720604941696,4,1,4,New Customers
009e70fcdd4ea3769c73210414e73c64,BR,442,1,9.610077255815266,1,1,1,Lost
009f647a455451d6c325bef96685e1c1,BR,129,1,27.90964477332866,4,1,4,New Customers
00a02d822b18db532e50e0607e615f3b,BR,20,1,38.53700933776917,5,1,4,New Customers
00a089b8c7ab1e3808c3ad7de7a254dd,BR,76,1,8.21372471431826,5,1,1,New Customers
00a1c6913daeda0b7f9b79f802805fdb,BR,250,1,19.5992197445023,3,1,3,Needs Attention
00a1d0d7d91c17c634d6896ce10ce1c6,BR,35,1,22.159844072676865,5,1,3,New Customers
00a1e8f160b36ccdcbca310933f12a3b,BR,279,1,7.055254946511188,2,1,1,Lost
00a218ea82c458456098caa1c4a7e796,BR,552,1,12.955908137795628,1,1,2,Lost
00a33236962b4ac37fd25275be9c206b,BR,15,1,22.59692949425349,5,1,3,New Customers
00a39521eb40f7012db50455bf083460,BR,92,2,23.83662752624737,5,5,3,Loyal Customers
00a3a868d6047bac2888d27b16743ba0,BR,205,1,20.322538097022907,3,1,3,Needs Attention
00a6ee75a90222405df9d8d59babc513,BR,424,1,11.61370777242316,1,1,2,Lost
00a78b45ea275348c1a8081bef9ab61b,BR,248,1,35.255000663364164,3,1,4,Needs Attention
00a7d14cb10e11b7f7d65120a7e3942f,BR,509,1,12.45886852122398,1,1,2,Lost
00a9fd000ff87bb48b989df819c418f5,BR,168,1,50.16812316680379,4,1,5,New Customers
00aafcd186fbd5da867f9b8df04518aa,BR,200,1,25.621715332066945,3,1,3,Needs Attention
00ab80210f1875276065f3c1911a2110,BR,153,1,6.453778990270788,4,1,1,New Customers
00ab8b4d83051d5a41842abe7ff473fc,BR,275,1,27.977334993484334,2,1,4,Lost
00aba8ca6b7a455bcde671692a3f9e51,BR,280,1,7.852065538057957,2,1,1,Lost
00ac9cd5c4ad19e16e7c6f6864711737,BR,493,1,44.76257558580084,1,1,5,Lost
00ad4e6c01a3039fa1b45eaadb4222e4,BR,73,1,15.183883384062321,5,1,2,New Customers
00ad5165112e0e9a91a23b1132716584,BR,524,1,19.444499241289336,1,1,3,Lost
00adeda9b742746c0c66e10d00ea1b74,BR,300,1,415.5019113784166,2,1,5,Lost
00ae50eb5e1d2514f694dee1dcbbd5ae,BR,116,1,53.403715690244915,4,1,5,New Customers
00ae9ea276a5a4335382c9391059ddf2,BR,356,1,27.076088062268816,2,1,4,Lost
00af5c2c9fd47849143be82aea5ab2cf,BR,237,1,28.770277572450777,3,1,4,Needs Attention
00b0595d2b0f0b838edb7fbc749ea644,BR,401,1,26.768581062133048,1,1,4,Lost
00b0d21952ae29dfe79db614512a27c2,BR,269,1,80.87434103570679,3,1,5,Needs Attention
00b1066a65657ee1759544f6b61a4e2c,BR,116,1,12.489812621866571,4,1,2,New Customers
00b1b0f856eb804d554ceab3d8f1dc35,BR,228,1,38.69559785356246,3,1,4,Needs Attention
00b1d2492b4127598629f19a22a32be8,BR,284,1,28.410552402480636,2,1,4,Lost
00b21d737fc7f475c145ca292832385d,BR,192,1,34.34601770698799,3,1,4,Needs Attention
00b246520d4904724f9b20188a2ff39b,BR,93,1,6.778692047018014,5,1,1,New Customers
00b2ca23369b68c4d4105ecea9c0cb93,BR,32,1,19.972482958503576,5,1,3,New Customers
00b2ee6366438f46105832fd9acaf56f,BR,153,1,54.83681435125501,4,1,5,New Customers
00b309d0151d92709de70e43d662711b,BR,327,1,20.844719795366665,2,1,3,Lost
00b5ba65365dad1d25811bf5e45fc983,BR,281,1,20.531410776360413,2,1,3,Lost
00b72937dcd829c0d8ca72ec77cd073c,BR,445,1,24.869386885193908,1,1,3,Lost
00b742e2f6d8fa571cd560007081d53b,BR,75,1,35.01518388338407,5,1,4,New Customers
00b8076004092a29c2c934570c356fc7,BR,167,1,43.29853282414816,4,1,5,New Customers
00b9746bf8ac2964942d8b969f015196,BR,33,1,18.249283353969183,5,1,3,New Customers
00ba737b18a7996f68cb8a99556bedd4,BR,419,1,27.296564779347293,1,1,4,Lost
00bab5c446ba511117719c775a3f78e8,BR,232,1,8.716566349760397,3,1,1,Needs Attention
00bbfe2f540d0cfccbb098d92c503eca,BR,309,1,15.002086792787084,2,1,2,Lost
00bc6cf36e50f21a8478d86721c07aa5,BR,176,1,12.302214011720853,4,1,2,New Customers
00bcc55fd3eb23fc001365c5f0c3c3ba,BR,210,1,3.245262554891934,3,1,1,Needs Attention
00bd169997f142571c113645554663d6,BR,286,1,10.753074973301045,2,1,2,Lost
00bd194837f2ad36d45985a6205df78a,BR,128,1,32.75626453647478,4,1,4,New Customers
00bd903b65b4c9a1c822887d0b012592,BR,109,1,23.532988538691928,4,1,3,New Customers
00be1845d956d40218db17093f667764,BR,283,1,13.27888718825269,2,1,2,Lost
00bee19e1199bc5cede1c674177b9e22,BR,290,1,130.2920697619277,2,1,5,Lost
00bfe974afd63b30ed282dc69892fb98,BR,250,1,24.49612367119263,3,1,3,Needs Attention
00c003ed13c76042b78d53fbc26930d0,BR,536,1,39.50014447026988,1,1,4,Lost
00c04df1c94e385d57d4a33a2965217c,BR,186,1,17.201051944701344,3,1,3,Needs Attention
00c05fe9d2f8b245f1f86fe559175f24,BR,81,1,75.18256052375986,5,1,5,New Customers
00c07da5ba0e07b4f248a3a373b07476,BR,38,1,445.7265616810692,5,1,5,New Customers
00c0bbc49a530c07c110d269211da046,BR,278,1,21.529358022084033,2,1,3,Lost
00c19498681c665889d1212be870e8df,BR,290,1,25.17109186645919,2,1,3,Lost
